mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,rmsd_≤_2å,passes_valence_checks,passes_kekulization,inchi_crystal_valid,inchi_docked_valid,inchi_crystal,inchi_docked,inchi_overall,inchi_version,stereochemistry_preserved,hydrogens,net_charge,protons,stereo_sp3,stereo_sp3_inverted,stereo_type,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,ensemble_avg_energy,mol_pred_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,rmsd,kabsch_rmsd,centroid_distance,score,method,protein,rank
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1","InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",True,True,True,True,True,True,True,True,True,11,1.0146520993428212,1.0220673047085798,0,0,15,1.0299561808767685,0,29,1.0849281314283006,0,11,15,29,0,0,,0,0,,29.907733575893793,37.63324909389015,1.2583116336245308,2.88679666758849,0,8,8129,O,O,1.55,1.55,3.1,2.88679666758849,3.1,0.931224731480158,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.014771048744460856,,,,4.760243691241027,0.42160365859904214,3.5951073111261076,4.52,vina,7ZDY_6MJ,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1","InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",True,True,True,True,True,True,True,True,True,11,1.0139158894237568,1.0221420756833055,0,0,15,1.0298790605786128,0,29,1.0852064879914254,0,11,15,29,0,0,,0,0,,29.907733575893793,44.422299027096265,1.4853114467657786,2.778504993697151,0,10,7884,O,O,1.55,1.55,3.1,2.778504993697151,3.1,0.8962919334506939,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.011156563778356266,,,,4.7563687065583204,0.5427781183161677,2.9013259835478533,4.49,vina,7ZDY_6MJ,2
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1","InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",True,True,True,True,True,True,True,True,True,11,1.0140369116713526,1.0225044794401963,0,0,15,1.0299974424405567,0,29,1.0852033599493802,0,11,15,29,0,0,,0,0,,29.907733575893793,63.87589906111601,2.135765282883261,2.7392944347039427,0,8,9195,O,O,1.55,1.55,3.1,2.7392944347039427,3.1,0.8836433660335299,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.013739324173783884,,,,4.860943137068997,0.4818203158128873,4.715599303735257,4.43,vina,7ZDY_6MJ,3
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1","InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",True,True,True,True,True,True,True,True,True,11,1.0146415490585912,1.0224261555184646,0,0,15,1.029924900847851,0,29,1.0851127917746253,0,11,15,29,0,0,,0,0,,29.907733575893793,41.96690073033925,1.4032123371650393,2.8728830466971673,0,6,9195,O,O,1.55,1.55,3.1,2.8728830466971673,3.1,0.9267364666765056,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.011066027296200664,,,,5.638644058475567,0.4991788204125381,4.972191831734798,4.43,vina,7ZDY_6MJ,4
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1","InChI=1S/C6H12O5/c1-10-6-5(9)4(8)3(7)2-11-6/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",True,True,True,True,True,True,True,True,True,11,1.0146526139880272,1.0224937418380657,0,0,15,1.03003678912602,0,29,1.0851069075609783,0,11,15,29,0,0,,0,0,,29.907733575893793,47.07129322986645,1.5738836615759748,2.7010814500862455,0,10,7884,O,O,1.55,1.55,3.1,2.7010814500862455,3.1,0.8713165968020147,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.011860637509266123,,,,4.489852538578725,0.42067198005638234,4.2621992363776835,4.4,vina,7ZDY_6MJ,5
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1","InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1",True,True,True,True,True,True,True,True,True,33,0.9870128303302761,1.0127353683401445,0,0,52,1.0319996863453467,0,380,0.8827392094875482,0,33,52,380,1,1,0.004899681658649166,0,0,,75.9514244754717,127.17175418878823,1.6743827395871687,2.869171831731242,0,25,1695,O,N,1.55,1.6,3.1500000000000004,2.9069643960667957,3.1500000000000004,0.9228458400212048,False,,False,0,,,,,,,,,,,,4.220163622420343,True,0,0,2605,N,Mg,0.68,1.1,1.7800000000000002,4.220163622420343,1.7800000000000002,2.37087843956199,False,,False,0,,,,,,,,,,,,0.006551678031822436,,,,8.542810353855192,1.9190697908059038,5.077771986258621,7.26,vina,7WCF_ACP,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1","InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1",True,True,True,True,True,True,True,True,True,33,0.9872438202046068,1.0126953053241876,0,0,52,1.032250494381469,0,380,0.9928177478767245,0,33,52,380,1,1,0.005124636330340463,0,0,,75.9514244754717,127.26685036212099,1.6756348052856003,2.8443074728306015,0,24,554,O,N,1.55,1.6,3.1500000000000004,2.8443074728306015,3.1500000000000004,0.9029547532795559,False,,False,0,,,,,,,,,,,,4.570173519681721,True,0,26,2605,O,Mg,0.68,1.1,1.7800000000000002,4.570173519681721,1.7800000000000002,2.5675132133043372,False,,False,0,,,,,,,,,,,,0.006255823239717823,,,,2.592250722143137,2.161211869433292,1.31727491862491,7.24,vina,7WCF_ACP,2
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1","InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1",True,True,True,True,True,True,True,True,True,33,0.9869849998314068,1.0125963509493305,0,0,52,1.0320377967114713,0,380,0.9879640459849324,0,33,52,380,1,1,0.004892466837177463,0,0,,75.9514244754717,132.3728298002873,1.7428617134499793,2.8630041914045448,0,0,1840,N,O,1.6,1.55,3.1500000000000004,2.8630041914045448,3.1500000000000004,0.9088902194935061,False,,False,0,,,,,,,,,,,,3.370291678772031,True,0,0,2605,N,Mg,0.68,1.1,1.7800000000000002,3.370291678772031,1.7800000000000002,1.893422291444961,False,,False,0,,,,,,,,,,,,0.0051806588735387885,,,,9.44780635402874,2.066280045082401,4.214366830929641,7.09,vina,7WCF_ACP,3
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1","InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1",True,True,True,True,True,True,True,True,True,33,0.986775840680606,1.0129071642441818,0,0,52,1.031810271192723,0,380,0.9056700797996634,0,33,52,380,1,1,0.005130553525819573,0,0,,75.9514244754717,96.95304877522115,1.2765138961486084,2.9275397520785256,0,0,1840,N,O,1.6,1.55,3.1500000000000004,2.9275397520785256,3.1500000000000004,0.9293776990725477,False,,False,0,,,,,,,,,,,,3.470995534425246,True,0,0,2605,N,Mg,0.68,1.1,1.7800000000000002,3.470995534425246,1.7800000000000002,1.9499974912501379,False,,False,0,,,,,,,,,,,,0.004009087264466123,,,,9.181071179334142,2.3846922449030803,4.937312667082028,6.87,vina,7WCF_ACP,4
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,"InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1","InChI=1S/C11H18N5O12P3/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(27-11)1-26-31(24,25)28-30(22,23)4-29(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H,24,25)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8-,11-/m1/s1",True,True,True,True,True,True,True,True,True,33,0.987775836875473,1.0123456949702954,0,0,52,1.0321072465633077,0,380,0.9863842041146809,0,33,52,380,1,1,0.004762387852249092,0,0,,75.9514244754717,114.13426072937011,1.5027270590063713,3.040256897040116,0,26,521,O,N,1.55,1.6,3.1500000000000004,3.040256897040116,3.1500000000000004,0.9651609196952747,False,,False,0,,,,,,,,,,,,2.6087602419540197,True,0,24,2605,O,Mg,0.68,1.1,1.7800000000000002,2.6087602419540197,1.7800000000000002,1.4655956415472018,False,,False,0,,,,,,,,,,,,0.004271792818048324,,0.0002906131938390003,,5.221161436111268,2.3591701347347973,2.5060027108701686,6.87,vina,7WCF_ACP,5
