protein,model,confidence,protein_ca_aligned_rmsd,protein_backbone_aligned_rmsd,ligand_rmsd,ligand_coordinate_rmsd,binding_site_aligned_rmsd,atom_count_match
1afb__1__1.A__1.D_1.F,0,0.9686815142631531,7.288222861969067,7.234415826060389,3.3836377213087214,61.86309143908022,,True
1afb__1__1.A__1.D_1.F,1,0.9676381945610046,8.294978012396426,8.238616229318696,3.3895371913919035,53.67497948454817,,True
1afb__1__1.A__1.D_1.F,2,0.9669298529624939,7.902068119052578,7.843211917185885,3.383762648662823,64.80214741966503,,True
1b5d__1__1.A_1.B__1.D,0,0.9788171648979187,0.4069306758770254,0.41517813289393907,4.451247995623649,36.34015004715858,,True
1b5d__1__1.A_1.B__1.D,1,0.9783792495727539,0.37972985068376547,0.3842775351530526,4.48950768276575,25.79454346368627,,True
1b5d__1__1.A_1.B__1.D,2,0.9783002734184265,0.4826361130432304,0.4825870730508715,4.479325813894236,31.32592106387297,,True
1bcj__1__1.B__1.I_1.K,0,0.9720514416694641,8.358608834181476,8.292918828496358,3.3598374602594516,29.279125307973256,,True
1bcj__1__1.B__1.I_1.K,1,0.9706673622131348,8.74341010680161,8.680505054129817,3.358055236485037,50.08753406986612,,True
1bcj__1__1.B__1.I_1.K,2,0.9703679084777832,8.766921501510705,8.701519522106537,3.3566010179185746,26.515028254432114,,True
1ci0__1__1.A_1.B__1.D,0,0.9750586748123169,3.8165210534008502,3.6194285452877515,4.2821347428799,39.048254355265975,,True
1ci0__1__1.A_1.B__1.D,1,0.9745450019836426,3.8294668539142642,3.6305516918106817,4.2942183159932945,39.566403679906145,,True
1ci0__1__1.A_1.B__1.D,2,0.9743463397026062,3.815111902027062,3.6147243037626016,4.316438826046729,45.56123594927827,,True
1dku__2__1.B_3.A_3.B__3.E,0,0.9443874359130859,0.826259701080099,0.8685107647262189,3.2759004362432265,90.51536331412966,,True
1dku__2__1.B_3.A_3.B__3.E,1,0.9420720934867859,0.8761429213254375,0.9126128458222066,3.244532401566031,72.7925332592313,,True
1dku__2__1.B_3.A_3.B__3.E,2,0.9414364099502563,0.9298730517300214,0.9676474270411031,3.163197272979687,98.95966865363403,,True
1dp4__2__1.A__1.C,0,0.9248033761978149,0.728192186459176,0.731556110325758,4.781468903439626,180.55057959435393,,True
1dp4__2__1.A__1.C,1,0.9235002398490906,0.8591700758116908,0.8388206292002258,5.001998556339971,151.33563675391954,,True
1dp4__2__1.A__1.C,2,0.9230626225471497,0.7821184365102004,0.7882094855082151,4.980663761785715,171.98310898280928,,True
